"Symbol","Name","Country","Underlying Symbol","Underlying Exchange","GICS Sector","Market cap","P/E","P/S","P/B","Current yield","Avg Volume","Action"
"TSM","Taiwan Semiconductor Manufacturing Co Ltd ADRs","Taiwan","TT:2330","Taiwan Stock Exchange","Information Technology","$606,563,459,720","29.26","11.19","0.29","1.55%","7,379,177","Analyze"
"BABA","Alibaba Group Holding Ltd ADRs","China","PRIVATE","","Consumer Discretionary","$481,117,726,896","21.19","3.99","0.51","0.00%","24,871,243","Analyze"
"ASML","ASML Holding NV ADRs","The Netherlands","NA:ASML","Nyse Euronext - Euronext Amsterdam","Information Technology","$331,060,149,624","57.99","17.14","26.24","0.41%","1,201,746","Analyze"
"TM","Toyota Motor Corp ADRs","Japan","JT:7203","Tokyo Stock Exchange","Consumer Discretionary","$291,499,880,948","9.63","1.09","0.01","1.37%","230,014","Analyze"
"NVS","Novartis AG ADRs","Switzerland","VX:NOVN","Six Swiss - Blue Chips Segment","Health Care","$202,422,099,498","22.89","3.93","3.80","3.85%","2,100,248","Analyze"
"RDS.A","Royal Dutch Shell  ADRs of Class A Shares","United Kingdom","NA:RDSA","Nyse Euronext - Euronext Amsterdam","Energy","$192,784,566,450","18.22","0.94","0.59","2.99%","6,321,308","Analyze"
"RDS.B","Royal Dutch Shell ADRs of class B Shares","United Kingdom","LN:RDSB","London Stock Exchange","Energy","$192,784,566,450","16.53","0.94","0.54","2.97%","3,470,745","Analyze"
"AZN","AstraZeneca PLC ADRs","United Kingdom","LN:AZN","London Stock Exchange","Health Care","$186,420,634,964","49.81","6.31","11.97","2.31%","5,224,309","Analyze"
"NVO","Novo Nordisk A/S ADRs","Denmark","DC:NOVO-B","Omx Nordic Exchange Copenhagen A/S","Health Care","$185,498,822,600","35.03","0.00","2.83","1.40%","859,828","Analyze"
"SAP","SAP SE ADRs","Germany","GF:SAP","Frankfurt Stock Exchange","Information Technology","$177,420,242,665","25.52","5.63","5.17","1.56%","556,845","Analyze"
"SE","Sea Limited ADRs","Singapore","PRIVATE","","Communication Services","$160,227,834,000","-80.13","24.18","40.08","0.00%","2,637,349","Analyze"
"HDB","HDFC Bank Ltd ADRs","India","IS:HDFCBANK","National Stock Exchange Of India","Financials","$144,687,830,414","188.27","10.84","0.07","0.33%","1,794,884","Analyze"
"SONY","Sony Group Corporation ADRs","Japan","JT:6758","Tokyo Stock Exchange","Consumer Discretionary","$141,856,502,275","13.52","1.75","0.02","0.24%","591,859","Analyze"
"TTE","TotalEnergies SE ADRs","France","FP:TTE","Euronext Paris","Energy","$137,645,580,921","20.80","0.98","1.28","5.93%","2,701,575","Analyze"
"UL","Unilever PLC ADRs","United Kingdom","LN:ULVR","London Stock Exchange","Consumer Staples","$135,396,937,226","22.10","1.51","7.00","2.89%","1,954,099","Analyze"
"JD","JD.com Inc ADRs","China","PRIVATE","","Consumer Discretionary","$132,051,184,259","24.09","0.99","0.46","0.00%","8,830,887","Analyze"
"HSBC","HSBC Holdings PLC ADRs","United Kingdom","LN:HSBA","London Stock Exchange","Financials","$121,984,300,220","13.30","2.48","0.59","0.74%","2,417,208","Analyze"
"SNY","Sanofi SA ADRs","France","FP:SAN","Euronext Paris","Health Care","$121,441,181,402","18.33","2.78","1.96","4.01%","1,398,705","Analyze"
"DEO","Diageo PLC ADRs","United Kingdom","LN:DGE","London Stock Exchange","Consumer Staples","$116,589,104,211","32.35","6.10","13.94","1.97%","308,647","Analyze"
"RIO","Rio Tinto PLC ADRs","United Kingdom","LN:RIO","London Stock Exchange","Materials","$115,557,786,732","6.69","1.55","1.46","12.08%","3,587,041","Analyze"
"PDD","Pinduoduo Inc. ADRs","China","PRIVATE","","Consumer Discretionary","$113,367,970,519","0.00","8.42","1.92","0.00%","6,039,790","Analyze"
"BUD","Anheuser-Busch InBev SA/NV ADRs","Belgium","BB:ABI","Nyse Euronext - Euronext Brussels","Consumer Staples","$112,916,011,130","19.78","2.20","1.43","1.07%","3,142,791","Analyze"
"INFY","Infosys Ltd ADRs","India","IS:INFY","National Stock Exchange Of India","Information Technology","$103,208,002,100","36.22","6.92","10.92","1.49%","10,122,533","Analyze"
"BP","BP PLC ADRs","United Kingdom","LN:BP","London Stock Exchange","Energy","$99,809,822,501","11.59","0.62","1.08","4.18%","12,011,163","Analyze"
"GSK","GlaxoSmithKline PLC ADRs","United Kingdom","LN:GSK","London Stock Exchange","Health Care","$98,533,627,259","16.44","2.17","4.60","5.49%","3,976,358","Analyze"
"EQNR","Equinor ASA ADRs","Norway","NO:STL","Oslo Bors Asa","Energy","$90,661,448,886","-121.13","1.60","2.49","1.67%","3,350,722","Analyze"
"BHP","BHP Billiton Ltd ADRs","Australia","AT:BHP","Asx - All Markets","Materials","$85,675,300,482","9.79","1.25","1.54","10.15%","3,846,104","Analyze"
"BTI","British American Tobacco PLC ADRs","United Kingdom","LN:BATS","London Stock Exchange","Consumer Staples","$82,836,057,624","9.82","1.93","1.32","7.95%","4,133,123","Analyze"
"MUFG","Mitsubishi UFJ Financial Group Inc. ADRs","Japan","JT:8306","Tokyo Stock Exchange","Financials","$78,775,571,696","6.57","1.84","0.00","1.95%","2,037,670","Analyze"
"VALE","Vale SA ADRs","Brazil","BS:VALE3","XBSP","Materials","$72,932,233,836","4.29","7.41","1.68","10.60%","32,342,585","Analyze"
"ABB","ABB Ltd ADRs","Switzerland","VX:ABBN","Six Swiss - Blue Chips Segment","Industrials","$70,915,741,039","12.61","2.52","5.04","2.47%","1,377,297","Analyze"
"WBK","Westpac Banking Corp ADRs","Australia","AT:WBC","Asx - All Markets","Financials","$70,326,904,959","21.63","21.62","0.98","3.55%","84,751","Analyze"
"IBN","ICICI Bank Ltd ADRs","India","IS:ICICIBANK","National Stock Exchange Of India","Financials","$69,652,908,355","26.12","4.33","0.05","0.27%","4,151,459","Analyze"
"SAN","Banco Santander SA ADRs","Spain","SM:SAN","Bolsa De Madrid","Health Care","$67,975,313,904","11.45","1.49","0.72","2.04%","3,852,649","Analyze"
"NTES","NetEase Inc ADRs","China","PRIVATE","","Communication Services","$67,359,750,264","37.21","5.41","0.78","0.79%","4,530,151","Analyze"
"PBR","Petroleo Brasileiro SA ADRs","Brazil","BS:PETR3","XBSP","Energy","$66,542,570,613","3.75","2.42","0.55","8.60%","25,166,804","Analyze"
"PBR.A","Petroleo Brasileiro-Petrobras ADRs","Brazil","BS:PETR4","XBSP","Energy","$66,542,570,613","3.61","5.82","0.40","8.87%","9,524,917","Analyze"
"UBS","UBS Group AG ADRs","Switzerland","VX:UBSG","Six Swiss - Blue Chips Segment","Financials","$63,977,869,354","8.54","1.88","1.09","2.11%","2,037,947","Analyze"
"BNTX","BioNTech SE  ADRs","Germany","PRIVATE","","Health Care","$63,745,581,622","14.83","7.05","11.92","0.00%","2,770,236","Analyze"
"NIO","NIO Inc. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$62,403,180,750","0.00","15.17","2.06","0.00%","33,735,790","Analyze"
"BIDU","Baidu Inc ADRs of Class A","China","PRIVATE","","Communication Services","$62,345,700,000","9.21","3.37","0.22","0.00%","3,517,523","Analyze"
"ING","ING Groep NV ADRs","The Netherlands","NA:INGA","Nyse Euronext - Euronext Amsterdam","Information Technology","$59,224,113,088","12.93","5.89","1.09","3.16%","3,105,339","Analyze"
"BBL","BHP Group PLC ADRs","United Kingdom","LN:BHP","London Stock Exchange","Communication Services","$58,969,044,544","6.74","0.86","1.06","10.55%","2,444,114","Analyze"
"RELX","RELX PLC ADRs","United Kingdom","LN:REL","London Stock Exchange","Industrials","$58,883,907,845","32.18","6.34","24.57","2.18%","592,078","Analyze"
"PUK","Prudential PLC ADRs","United Kingdom","LN:PRU","London Stock Exchange","Financials","$56,232,422,269","-89.09","2.81","3.43","0.76%","548,222","Analyze"
"HMC","Honda Motor Co Ltd ADRs","Japan","JT:7267","Tokyo Stock Exchange","Consumer Discretionary","$55,375,367,105","6.27","0.43","0.01","2.38%","815,526","Analyze"
"WIT","Wipro Ltd ADRs","India","IS:WIPRO","National Stock Exchange Of India","Information Technology","$54,534,151,010","33.62","5.87","0.09","0.14%","2,156,266","Analyze"
"E","ENI SpA ADRs","Italy","IM:ENI","Borsa Italiana S.P.A.","Energy","$51,217,474,816","0.00","0.82","1.28","5.49%","520,310","Analyze"
"LYG","Lloyds Banking Group PLC ADRs","United Kingdom","LN:LLOY","London Stock Exchange","Financials","$48,093,545,545","10,229.89","1.18","0.91","2.54%","6,332,531","Analyze"
"BCS","Barclays PLC ADRs","United Kingdom","LN:BARC","London Stock Exchange","Financials","$47,225,674,030","7.76","1.61","0.70","1.48%","3,179,535","Analyze"
"SMFG","Sumitomo Mitsui Financial Group Inc ADRs","Japan","JT:8316","Tokyo Stock Exchange","Financials","$46,934,465,783","6.69","1.63","0.00","2.50%","1,122,361","Analyze"
"NGG","National Grid ADRs","United Kingdom","LN:NG","London Stock Exchange","Utilities","$45,154,329,445","19.83","1.66","2.30","3.65%","308,084","Analyze"
"BBVA","Banco Bilbao Vizcaya Argentaria SA ADRs","Spain","SM:BBVA","Bolsa De Madrid","Financials","$44,808,197,818","10.84","1.58","0.91","2.07%","1,415,202","Analyze"
"TAK","Takeda Pharmaceutical Company Limited ADRs","Japan","JT:4502","Tokyo Stock Exchange","Health Care","$44,619,521,205","11.81","1.53","0.01","2.88%","3,165,142","Analyze"
"VOD","Vodacom Group Ltd ADRs","United Kingdom","LN:VOD","London Stock Exchange","Communication Services","$42,060,672,024","392.00","0.76","0.74","6.94%","3,808,466","Analyze"
"ABEV","Ambev SA ADRs","Brazil","BS:ABEV3","XBSP","Consumer Staples","$42,029,685,371","16.35","3.52","0.54","0.53%","22,858,242","Analyze"
"PHG","Koninklijke Philips NV ADRs","The Netherlands","NA:PHIA","Nyse Euronext - Euronext Amsterdam","Industrials","$41,227,909,667","9.74","1.95","3.57","2.30%","1,123,145","Analyze"
"AMOV","America Movil - Series A ADRs","Mexico","MM:AMXL","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Communication Services","$40,377,377,179","0.00","0.04","0.00","2.23%","4,273","Analyze"
"AMX","America Movil SAB de CV ADRs Series L","Mexico","MM:AMXL","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Communication Services","$40,377,377,179","11.95","4.49","0.12","2.23%","2,066,295","Analyze"
"STM","STMicroelectronics NV ADRs","Italy","FP:STM","Euronext Paris","Information Technology","$39,329,093,367","24.40","3.30","4.56","0.47%","1,738,450","Analyze"
"DIDI","DiDi Global Inc. ADRs of Class A","China","PRIVATE","","Industrials","$37,269,368,010","0.00","3.80","0.31","0.00%","13,212,608","Analyze"
"NWG","NatWest Group plc ADRs","United Kingdom","LN:RBS","London Stock Exchange","Financials","$37,077,074,531","15.64","2.60","0.84","2.53%","1,105,233","Analyze"
"CRH","CRH PLC ADRs","Ireland","ID:CRG","Irish Stock Exchange - All Market","Materials","$37,001,925,138","32.37","1.09","1.86","2.44%","508,239","Analyze"
"ERIC","Telefonaktiebolaget LM Ericsson ADRs of Class B","Sweden","SS:ERIC-B","Nasdaq Omx Nordic","Information Technology","$36,069,926,128","0.00","1.34","0.40","1.96%","7,045,970","Analyze"
"BGNE","BeiGene ADRs","China","HK:6160","Hong Kong Exchange","Health Care","$35,091,320,480","-26.51","37.05","9.64","0.00%","190,067","Analyze"
"BBD","Banco Bradesco SA ADRs","Brazil","BS:BBDC4","XBSP","Financials","$34,205,861,152","9.70","30,779,197.43","2,482,950.56","2.90%","34,774,365","Analyze"
"BBDO","Banco Bradesco SA ADRs","Brazil","BS:BBDC3","XBSP","Financials","$34,205,861,152","1.34","0.51","0.11","3.02%","76,029","Analyze"
"MFG","Mizuho Financial Group Inc ADRs","Japan","JT:8411","Tokyo Stock Exchange","Financials","$33,772,023,598","6.63","1.48","0.00","2.57%","365,579","Analyze"
"CAJ","Canon Inc ADRs","Japan","JT:7751","Tokyo Stock Exchange","Information Technology","$33,450,787,677","17.26","1.12","0.01","3.04%","306,401","Analyze"
"NOK","Nokia OYJ ADRs","Finland","FH:NOKIA","Nasdaq Omx Helsinki Ltd.","Information Technology","$33,201,447,780","0.00","1.28","2.34","3.78%","17,504,040","Analyze"
"EC","Ecopetrol ADRs","Colombia","CX:ECOPETROL","Bolsa De Valores De Colombia","Energy","$32,153,255,255","7.26","1.92","0.00","0.60%","744,867","Analyze"
"MT","ArcelorMittal ADRs","Luxembourg","NA:MT","Nyse Euronext - Euronext Amsterdam","Materials","$31,833,208,515","4.46","0.51","0.70","0.93%","3,986,853","Analyze"
"CHT","Chunghwa Telecom Co Ltd ADRs","Taiwan","TT:2412","Taiwan Stock Exchange","Communication Services","$30,897,909,609","25.11","4.72","0.08","3.88%","105,554","Analyze"
"GMAB","Genmab A/S  ADRs","Denmark","DC:GEN","Omx Nordic Exchange Copenhagen A/S","Health Care","$29,755,329,009","77.64","0.00","1.49","0.00%","273,229","Analyze"
"ORAN","Orange SA ADRs","France","FP:ORA","Euronext Paris","Communication Services","$29,226,077,187","31.20","0.55","0.92","9.63%","703,416","Analyze"
"CS","Credit Suisse Group AG ADRs","Switzerland","VX:CSGN","Six Swiss - Blue Chips Segment","Financials","$28,097,925,832","120.76","1.20","0.63","0.73%","3,407,772","Analyze"
"XPEV","XPeng Inc. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$28,082,792,169","0.00","15.65","0.86","0.00%","7,328,163","Analyze"
"LI","Li Auto Inc. ADRs of Class A","China","PRIVATE","","Consumer Discretionary","$27,933,172,582","0.00","11.67","0.91","0.00%","5,328,548","Analyze"
"BILI","Bilibili Inc. ADRs","China","PRIVATE","","Communication Services","$27,896,863,484","0.00","11.52","0.97","0.00%","3,824,504","Analyze"
"UMC","United Microelectronics Corp ADRs","Taiwan","TT:2303","Taiwan Stock Exchange","Information Technology","$26,389,252,951","19.48","3.91","0.11","2.70%","6,879,600","Analyze"
"TLK","Telekomunikasi Indonesia Persero Tbk PT ADRs","Indonesia","IJ:TLKM","Indonesia Stock Exchange","Communication Services","$26,370,362,059","20.63","2.67","0.00","3.25%","166,775","Analyze"
"RYAAY","Ryanair Holdings PLC ADRs","Ireland","ID:RY4C","Irish Stock Exchange - All Market","Industrials","$25,240,570,171","0.00","11.53","5.52","0.00%","262,219","Analyze"
"BSBR","Banco Santander Brasil ADRs","Brazil","BS:SANB11","XBSP","Financials","$24,895,126,240","8.84","2.60","0.24","3.83%","1,302,510","Analyze"
"IX","Orix ADRs","Japan","JT:8591","Tokyo Stock Exchange","Financials","$24,868,482,892","13.01","1.69","0.01","2.03%","17,201","Analyze"
"TEF","Telefonica SA ADRs","Spain","SM:TEF","Bolsa De Madrid","Communication Services","$24,807,435,431","2.09","0.51","0.79","10.77%","1,783,651","Analyze"
"PKX","POSCO ADRs","South Korea","KP:005490","Korea Exchange (Stock Market)","Materials","$23,568,345,237","6.26","0.43","0.00","3.72%","176,971","Analyze"
"TTM","Tata Motors Ltd ADRs","India","IS:TATAMOTORS","National Stock Exchange Of India","Consumer Discretionary","$21,249,969,696","0.00","0.01","0.04","0.01%","2,759,350","Analyze"
"FMS","Fresenius Medical Care AG  ADRs","Germany","GF:FME","Frankfurt Stock Exchange","Health Care","$20,860,996,509","18.07","1.03","1.63","2.30%","349,734","Analyze"
"ITUB","Itau Unibanco Holding SA ADRs of Preferred Shares","Brazil","BS:ITUB4","XBSP","Financials","$20,740,216,553","8.66","0.99","0.14","2.80%","30,660,352","Analyze"
"TCOM","Trip.com Group Limited ADRs","China","PRIVATE","","Consumer Discretionary","$19,939,636,567","33.98","6.23","0.18","0.00%","3,609,660","Analyze"
"ZTO","ZTO Express ADRs of Class A","China","PRIVATE","","Industrials","$19,692,782,279","38.68","4.38","0.40","1.04%","1,736,243","Analyze"
"KB","KB Financial Group Inc ADRs","South Korea","KP:105560","Korea Exchange (Stock Market)","Financials","$19,688,505,012","5.41","1.19","0.00","4.66%","212,494","Analyze"
"BEKE","KE Holdings Inc ADRs of Class A","China","PRIVATE","","Real Estate","$19,609,001,124","59.08","1.42","0.30","0.00%","8,202,957","Analyze"
"SKM","SK Telecom Co Ltd ADRs","South Korea","KP:017670","Korea Exchange (Stock Market)","Communication Services","$18,528,824,570","10.33","1.14","0.00","3.95%","517,186","Analyze"
"FMX","Fomento Economico Mexicano SAB de CV ADRs","Mexico","MM:FEMSAUBD","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Consumer Staples","$18,147,409,735","63.25","0.71","0.06","1.59%","403,393","Analyze"
"VEDL","Vedanta Ltd ADRs","India","IS:VEDL","National Stock Exchange Of India","Materials","$18,046,989,687","8.93","1.37","0.02","7.64%","1,605,109","Analyze"
"LU","Lufax Holding Ltd ADRs","China","PRIVATE","","Financials","$17,925,552,154","7.67","2.34","0.20","0.00%","6,374,339","Analyze"
"NICE","Nice Ltd ADRs","Israel","IT:NICE","Tel Aviv Stock Exchange","Information Technology","$17,439,191,719","85.99","9.93","6.47","0.06%","185,548","Analyze"
"SHG","Shinhan Financial Group Co Ltd ADRs","South Korea","KP:055550","Korea Exchange (Stock Market)","Financials","$17,383,361,315","5.34","0.74","0.00","4.69%","83,853","Analyze"
"JHX","James Hardie Industries ADRs","Australia","AT:JHX","Asx - All Markets","Materials","$16,905,940,931","45.70","5.41","14.43","0.00%","37,495","Analyze"
"WPP","WPP PLC ADRs","Australia","LN:WPP","London Stock Exchange","Communication Services","$16,152,437,823","0.00","0.57","3.32","2.67%","94,785","Analyze"
"HTHT","Huazhu Group Limited ADRs","China","PRIVATE","","Consumer Discretionary","$16,000,852,400","157.05","8.41","1.39","0.74%","1,101,027","Analyze"
"NMR","Nomura Holdings Inc ADRs","Japan","JT:8604","Tokyo Stock Exchange","Financials","$15,779,785,493","30.12","1.54","0.01","2.80%","305,762","Analyze"
"SNN","Smith & Nephew PLC ADRs","United Kingdom","LN:SN","London Stock Exchange","Financials","$15,607,393,524","41.65","1.97","2.94","2.10%","439,780","Analyze"
"ASX","Advanced Semiconductor Engineering Inc ADRs","Taiwan","TT:3711","Taiwan Stock Exchange","Information Technology","$15,471,751,308","12.11","0.79","0.06","4.26%","5,307,932","Analyze"
"YMM","Full Truck Alliance Co. Ltd. ADRs of Class A","China","PRIVATE","","Information Technology","$15,440,788,243","0.00","29.04","0.49","0.00%","1,808,481","Analyze"
"ARGX","argenx SE ADRs","The Netherlands","NA:ARGX","Nyse Euronext - Euronext Amsterdam","Health Care","$15,204,635,200","-81.26","30.45","5.16","0.00%","138,261","Analyze"
"TME","Tencent Music Entertainment Group  ADRs","China","PRIVATE","","Communication Services","$14,124,855,276","22.77","2.84","0.14","0.00%","12,309,967","Analyze"
"VIV","Telefonica Brasil S.A. ADRs","Brazil","BS:VIVT3","XBSP","Communication Services","$13,882,986,218","16.10","1.78","0.20","2.05%","1,041,025","Analyze"
"TS","Tenaris SA ADRs","Argentina","IM:TEN","Borsa Italiana S.P.A.","Energy","$13,700,129,912","29.38","2.82","1.19","1.80%","1,684,389","Analyze"
"LFC","China Life Insurance Co Ltd ADRs","China","HK:2628","Hong Kong Exchange","Financials","$13,483,409,100","5.43","0.48","0.03","5.44%","760,270","Analyze"
"SNP","China Petroleum & Chemical Corp ADRs","China","HK:0386","Hong Kong Exchange","Energy","$13,261,885,384","4.19","0.04","0.01","8.44%","118,927","Analyze"
"ENIA","Enel Americas SA ADRs","Chile","CC:ENELAM","Santiago Stock Exchange","Utilities","$13,066,910,883","14.64","1.05","1.26","3.30%","1,646,394","Analyze"
"IHG","InterContinental Hotels Group PLC ADRs","United Kingdom","LN:IHG","London Stock Exchange","Consumer Discretionary","$12,913,085,670","-60.88","5.18","-7.18","0.00%","154,073","Analyze"
"KEP","Korea Electric Power Corp ADRs","South Korea","KP:015760","Korea Exchange (Stock Market)","Utilities","$12,543,978,065","12.43","0.25","0.00","5.56%","172,582","Analyze"
"BZ","Kanzhun Ltd ADRs of Class A","China","PRIVATE","","Industrials","$12,069,799,506","0.00","28.90","1.23","0.00%","591,067","Analyze"
"SUZ","Suzano Papel e Celulose S.A. ADRs","Brazil","BS:SUZB3","XBSP","Materials","$11,911,056,360","5.42","1.94","0.82","1.13%","857,908","Analyze"
"SSL","Sasol Ltd ADRs","South Africa","SJ:SOL","Johannesburg Stock Exchange","Materials","$11,624,943,293","19.09","0.68","0.08","5.15%","551,267","Analyze"
"GDS","GDS Holdings ADRs","China","PRIVATE","","Information Technology","$11,256,547,592","0.00","13.44","0.43","0.00%","870,735","Analyze"
"EBR","Centrais Eletricas Brasileiras ADRs","Brazil","BS:ELET3","XBSP","Utilities","$11,201,588,597","6.97","2.29","0.12","14.70%","1,850,055","Analyze"
"EBR.B","Centrais Electricas Brasileiras S.A. ADRs of Preferred Shares","Brazil","BS:ELET6","XBSP","Utilities","$11,201,588,597","6.90","2.29","0.03","13.82%","13,591","Analyze"
"PTR","PetroChina Co Ltd ADRs","China","HK:0857","Hong Kong Exchange","Energy","$11,117,010,410","6.06","0.03","0.01","6.29%","229,241","Analyze"
"TEVA","Teva Pharmaceutical Industries Ltd ADRs","Israel","IT:TEVA","Tel Aviv Stock Exchange","Health Care","$11,106,058,586","-2.85","0.68","0.99","0.00%","7,343,964","Analyze"
"WB","Weibo Corp ADRs","China","PRIVATE","","Communication Services","$11,081,070,000","33.12","5.51","2.11","0.00%","654,382","Analyze"
"AEG","Aegon NV  ADRs","The Netherlands","NA:AGN","Nyse Euronext - Euronext Amsterdam","Financials","$10,904,619,424","7.14","0.12","0.41","3.19%","1,704,954","Analyze"
"RDY","Dr. Reddys Laboratories ADRs","India","IS:DRREDDY","National Stock Exchange Of India","Health Care","$10,619,848,989","46.02","4.10","0.06","0.52%","143,542","Analyze"
"CX","Cemex SAB de CV ADRs","Mexico","MM:CEMEXCPO","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Materials","$10,384,151,192","-19.86","0.73","1.01","0.14%","8,445,369","Analyze"
"OZON","Ozon Holdings PLC ADRs","Russia","PRIVATE","","Consumer Discretionary","$9,984,085,649","0.00","5.42","0.17","0.00%","581,567","Analyze"
"NTCO","Natura &Co Holding S.A. ADRs","Brazil","BS:NTCO3","XBSP","Consumer Staples","$9,935,952,507","84.83","1.34","0.37","0.00%","618,071","Analyze"
"ZLAB","Zai Lab Limited ADRs","China","PRIVATE","","Health Care","$9,657,272,966","-17.93","91.11","5.69","0.00%","633,046","Analyze"
"MBT","Mobile TeleSystems PJSC ADRs","Russia","RX:MTSS","Standard-Classica-Forts","Communication Services","$9,612,215,381","9.07","1.32","1.21","3.02%","2,342,439","Analyze"
"TX","Ternium S.A. ADRs","Argentina","PRIVATE","","Materials","$8,874,999,209","3.82","0.75","0.91","4.74%","540,078","Analyze"
"OTLY","Oatly Group AB ADRs","Sweden","PRIVATE","","Consumer Staples","$8,658,549,210","-82.25","18.59","6.16","0.00%","2,808,505","Analyze"
"ASND","Ascendis Pharma ADRs","Denmark","PRIVATE","","Health Care","$8,656,987,955","0.00","1,470.32","11.90","0.00%","157,015","Analyze"
"BCH","Banco de Chile ADRs","Chile","CC:CHILE","Santiago Stock Exchange","Financials","$8,636,960,443","9.50","3.69","0.00","3.45%","96,122","Analyze"
"GFI","Gold Fields ADRs","South Africa","SJ:GFI","Johannesburg Stock Exchange","Materials","$8,335,665,898","13.96","1.51","2.06","3.81%","5,292,684","Analyze"
"BSAC","Banco Santander Chile ADRs","Chile","CC:BSANTANDER","Santiago Stock Exchange","Financials","$8,169,139,597","8.76","3.11","0.00","5.36%","466,850","Analyze"
"LEGN","Legend Biotech Corporation ADRs","China","PRIVATE","","Health Care","$7,904,281,302","-26.54","91.44","38.16","0.00%","481,938","Analyze"
"AU","AngloGold Ashanti ADRs","South Africa","SJ:ANG","Johannesburg Stock Exchange","Materials","$7,863,349,126","9.05","1.85","2.06","2.79%","2,943,861","Analyze"
"SQM","Sociedad Quimica y Minera de Chile ADRs of B Shares","Chile","CC:SQMB","Santiago Stock Exchange","Materials","$7,810,801,299","34.55","0.06","2.41","1.01%","910,115","Analyze"
"WF","Woori Financial Group Inc. ADRs","South Korea","KP:316140","Korea Exchange (Stock Market)","Financials","$7,644,635,775","4.57","1.05","0.00","3.00%","11,977","Analyze"
"CSAN","Cosan S.A. ADRs","Brazil","BS:CSAN3","XBSP","Energy","$7,561,876,211","2.97","0.40","0.72","1.60%","148,483","Analyze"
"VIPS","Vipshop Holdings Ltd ADRs","China","PRIVATE","","Consumer Discretionary","$7,432,216,679","8.90","0.41","0.24","0.00%","8,915,807","Analyze"
"KC","Kingsoft Cloud Holdings Limited ADRs","China","PRIVATE","","Information Technology","$7,002,563,829","0.00","5.85","0.89","0.00%","841,471","Analyze"
"IQ","iQIYI Inc. ADRs","China","PRIVATE","","Communication Services","$7,001,279,693","0.00","1.48","0.46","0.00%","7,834,844","Analyze"
"KT","KT Corp ADRs","South Korea","KP:030200","Korea Exchange (Stock Market)","Communication Services","$6,997,796,454","8.37","0.33","0.00","4.53%","558,197","Analyze"
"PHI","PLDT  Inc. ADRs","Philippines","PM:TEL","Philippine Stock Exchange Inc.","Communication Services","$6,909,463,685","14.40","1.85","0.06","5.10%","59,767","Analyze"
"PSO","Pearson PLC ADRs","United Kingdom","LN:PSON","London Stock Exchange","Consumer Discretionary","$6,636,860,473","17.08","1.19","1.62","3.11%","298,352","Analyze"
"TV","Grupo Televisa SAB ADRs","Mexico","MM:TLEVISACPO","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Materials","$6,559,885,200","17.13","1.32","0.07","0.75%","1,071,600","Analyze"
"ATHM","Autohome Inc. ADRs","China","PRIVATE","","Communication Services","$6,467,949,051","11.87","4.81","0.30","1.71%","789,426","Analyze"
"SID","Companhia Siderurgica Nacional-CSN ADRs","Brazil","BS:CSNA3","XBSP","Materials","$6,410,361,097","2.34","0.78","0.26","7.86%","4,361,687","Analyze"
"DAVA","Endava plc ADRs of Class A shares","United Kingdom","PRIVATE","","Information Technology","$5,783,217,328","143.84","9.40","18.67","0.00%","308,343","Analyze"
"RLX","RLX Technology Inc. ADRs of class A","China","PRIVATE","","Consumer Staples","$5,715,712,680","169.71","4.75","0.45","0.00%","5,784,347","Analyze"
"PAC","Grupo Aeroportuario del Pacifico ADRs of Series B","Mexico","MM:GAPB","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Industrials","$5,710,971,836","44.09","8.29","0.26","8.75%","39,611","Analyze"
"GGB","Gerdau S.A. ADRs","Brazil","BS:GGBR4","XBSP","Materials","$5,649,934,038","5.63","0.51","0.16","2.49%","10,592,643","Analyze"
"FUTU","Futu Holdings Limited ADRs","China","PRIVATE","","Financials","$5,642,751,433","28.26","9.20","0.27","0.00%","7,522,532","Analyze"
"MLCO","Melco Resorts & Entertainment Limited ADRs","Hong Kong","PRIVATE","","Consumer Discretionary","$5,579,248,576","-5.78","3.06","4.07","1.42%","3,853,108","Analyze"
"HCM","Hutchison China Meditech ADRs","China","LN:HCM","London Stock Exchange","Health Care","$5,577,220,291","-33.72","20.55","5.50","0.00%","142,290","Analyze"
"LPL","LG Display Co Ltd ADRs","South Korea","KP:034220","Korea Exchange (Stock Market)","Information Technology","$5,567,612,292","5.42","0.23","0.00","5.75%","689,946","Analyze"
"ASR","Grupo Aeroportuario del Sureste ADRs","Mexico","MM:ASURB","Bolsa Mexicana De Valores (Mexican Stock Exchange)","Industrials","$5,544,324,600","43.89","7.39","0.14","4.13%","26,737","Analyze"
"DADA","Dada Nexus Limited ADRs","China","PRIVATE","","Consumer Discretionary","$5,437,455,743","0.00","5.37","0.96","0.00%","791,715","Analyze"
"ZH","Zhihu Inc. ADRs","China","PRIVATE","","Communication Services","$5,298,498,364","0.00","17.82","0.74","0.00%","2,515,235","Analyze"
