Symbol,Description,Category2,Category3,Index Country,GICS Sector,Industry,Market Cap,Current Yield,PB Ratio,PE Ratio,PS Ratio,NI%,ROE%,Beta,Actions
EBR.B,Centrais Electricas Brasileiras S.A. ADRs of Preferred Shares,ADRs,Large cap,Brazil,Utilities,Utilities—Regulated Electric,"$10,808,921,691 ",15.07%,0.13,6.55,2.23,20.49,7.38,0,Analyze
EBS,Emergent Biosolutions Inc,Common stocks,Mid cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$2,672,685,282 ",0.00%,1.76,9.08,1.56,17.51,19.38,1.27,Analyze
EBSB,Meridian Bancorp Inc,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,215,358,868 ",1.63%,1.43,15.85,5.68,35.38,9.44,1.17,Analyze
EBTC,Enterprise Bancorp Inc,Common stocks,Small cap,USA,Financials,Banks-Regional,"$458,147,701 ",1.45%,1.32,10.82,2.94,26.74,12.28,0.91,Analyze
EC,Ecopetrol ADRs,ADRs,Large cap,Colombia,Energy,Oil & Gas Integrated,"$31,968,230,129 ",0.60%,1.74,7.27,1.91,12.57,12.69,1.16,Analyze
ECHO,Echo Global Logistics Inc,Common stocks,Small cap,USA,Industrials,Integrated Freight & Logistics,"$1,279,807,234 ",0.00%,2.91,27.6,0.4,1.46,10.73,0.92,Analyze
ECL,Ecolab Inc,Common stocks,Large cap,USA,Materials,Specialty Chemicals,"$63,122,284,883 ",0.87%,9.48,60.52,5.2,8.66,15.6,1.07,Analyze
ECOL,US Ecology Inc,Common stocks,Small cap,USA,Industrials,Waste Management,"$994,528,945 ",0.57%,1.63,-11.03,1.05,-9.6,-14.94,1.16,Analyze
ECOLW,"US Ecology, Inc. - warrant",Warrants,Operating Companies,USA,Industrials,Waste Management,"$994,528,945 ",0.00%,0,-4.09,1.38,-25.36,-29.97,0,Analyze
ECOM,Channeladvisor Corp,Common stocks,Small cap,USA,Information Technology,Software—Application,"$802,513,753 ",0.00%,5.42,40.18,5.13,12.7,13.49,1.39,Analyze
ECOR,Electrocore Inc.,Common stocks,Micro cap,USA,Health Care,Medical Instruments & Supplies,"$69,142,430 ",0.00%,1.95,-3.51,19.43,-358.78,-51.85,1.32,Analyze
ECPG,Encore Capital Group Inc,Common stocks,Small cap,USA,Financials,Mortgage Finance,"$1,557,391,963 ",0.00%,1.18,5.6,0.96,17.36,20.9,0.78,Analyze
ECVT,Ecovyst Inc.,Common stocks,Small cap,USA,Materials,Specialty Chemicals,"$1,566,642,277 ",31.45%,1.28,-5.1,2.37,-58.96,-32.3,0,Analyze
ED,Consolidated Edison Inc,Common stocks,Large cap,USA,Utilities,Utilities—Regulated Electric,"$26,683,860,322 ",4.04%,1.35,23.8,2.06,5.42,3.5,0.25,Analyze
EDAP,Edap TMS SA ADRs,ADRs,Micro cap,France,Health Care,Medical Devices,"$202,557,121 ",0.00%,4.06,"6,080.00",2.42,-3.28,-4.89,0.97,Analyze
EDIT,Editas Medicine Inc,Common stocks,Mid cap,USA,Health Care,Biotechnology,"$2,621,914,805 ",0.00%,4.27,-15.76,32.31,-205.41,-27.17,1.67,Analyze
EDN,Edenor ADRs,ADRs,Micro cap,Argentina,Utilities,Utilities—Regulated Electric,"$156,100,264 ",0.00%,0,0,0.17,-29.29,-40.7,0.64,Analyze
EDNCU,Endurance Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,usa,Financials,Shell Companies,"$198,200,000 ",0.00%,"2,495.00",0,0,0,0,0,Analyze
EDR,"Endeavor Group Holdings, Inc.",Common stocks,Mid cap,USA,Communication Services,Entertainment,"$6,490,008,780 ",0.00%,5.66,-40.81,1.69,-22.76,-44.75,0,Analyze
EDRY,Eurodry Ltd.,Common stocks,Micro cap,Greece,Industrials,Marine Shipping,"$87,461,825 ",0.00%,1.78,47.94,2.44,9.26,5.72,0.42,Analyze
EDSA,"Edesa Biotech, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$107,900,250 ",0.00%,6.83,-23.19,0,"-1,167,160.70",-73.85,-0.22,Analyze
EDTK,Skillful Craftsman Education Technology Limited,Common stocks,Micro cap,China,Consumer Discretionary,Education & Training Services,"$16,560,000 ",0.00%,0.37,1.85,0.57,34.1,21.73,0.43,Analyze
EDTX,EdtechX Holdings Acquisition Corp. II - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$114,885,000 ",0.00%,4.41,0,0,0,1.81,0,Analyze
EDTXU,EdtechX Holdings Acquisition Corp II - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$114,885,000 ",0.00%,0,0,0,0,0,0,Analyze
EDTXW,EdtechX Holdings Acquisition Corp. II - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$114,885,000 ",0.00%,0,0,0,0,0,0,Analyze
EDU,New Oriental Education & Technology ADRs,ADRs,Mid cap,China,Consumer Discretionary,Education & Training Services,"$4,242,415,458 ",0.00%,0.83,12.23,0.99,7.82,6.66,0.66,Analyze
EDUC,Educational Development Corp,Common stocks,Micro cap,USA,Consumer Discretionary,Publishing,"$84,224,203 ",4.06%,1.91,7.21,0.47,7.34,29.85,0.71,Analyze
EEFT,Euronet Worldwide Inc,Common stocks,Mid cap,USA,Information Technology,Software—Infrastructure,"$6,973,346,008 ",0.00%,4.53,59.06,2.55,4.03,7.67,1.38,Analyze
EEIQ,Elite Education Group International Ltd,Common stocks,Micro cap,China,Consumer Discretionary,Education & Training Services,"$35,794,560 ",0.00%,3.22,35.56,3.95,11.16,8.92,0,Analyze
EEX,Emerald Expositions Events Inc,Common stocks,Micro cap,USA,Communication Services,Advertising Agencies,"$296,350,471 ",0.00%,0.89,-2.08,6.1,-278.19,-40.58,1.51,Analyze
EFC,Ellington Financial,Mortgage REITs,Small cap,USA,Financials,Mortgage Finance,"$1,058,966,179 ",7.74%,1,5.9,5.23,107.68,23.67,0.78,Analyze
EFOI,Energy Focus Inc,Common stocks,Micro cap,USA,Industrials,"Furnishings, Fixtures & Appliances","$16,120,319 ",0.00%,2.78,-2.98,1.12,-36.16,-93.08,1.19,Analyze
EFSC,Enterprise Financial Services Corp,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,887,197,907 ",1.49%,1.36,16.32,5.24,31.98,10.3,1.14,Analyze
EFTR,"eFFECTOR Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$478,009,366 ",0.00%,-3.17,0,0,0,3.82,0,Analyze
EFTRW,"eFFECTOR Therapeutics, Inc. - Warrant",Warrants,Operating Companies,USA,Health Care,Biotechnology,"$478,009,366 ",0.00%,0,0,0,0,-2.88,0,Analyze
EFX,Equifax Inc,Common stocks,Large cap,USA,Industrials,Consulting Services,"$32,864,387,098 ",0.58%,8.99,61.75,0,17.27,23.27,0.85,Analyze
EGAN,Egain Corp,Common stocks,Small cap,USA,Information Technology,Software—Application,"$326,766,594 ",0.00%,6.98,46.42,4.17,8.89,15.11,1.06,Analyze
EGBN,Eagle Bancorp Inc,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,851,482,366 ",2.09%,1.38,10.69,4.91,45.55,13.14,1.08,Analyze
EGGF,EG Acquisition Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$218,587,500 ",0.00%,54.58,0,0,0,"-2,719.90",0,Analyze
EGGF+,"EG Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A common stock at an exercise price of $11.50 per share",Warrants,Shell Companies,USA,Financials,Shell Companies,"$218,587,500 ",0.00%,0,0,0,0,0,0,Analyze
EGGF=,EG Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$218,587,500 ",0.00%,0,0,0,0,0,0,Analyze
EGHT,8X8 Inc,Common stocks,Mid cap,USA,Information Technology,Software—Application,"$2,663,024,743 ",0.00%,16.29,-15.42,4.77,-29.99,-106.88,1.21,Analyze
EGLE,Eagle Bulk Shipping Inc,Common stocks,Small cap,USA,Industrials,Marine Shipping,"$636,517,016 ",0.00%,1.12,77.27,1.72,2.17,1.53,1.24,Analyze
EGLX,Enthusiast Gaming Holdings Inc.,Common stocks,Small cap,Canada,Communication Services,Electronic Gaming & Multimedia,"$445,329,196 ",0.00%,1.84,-10.65,3.54,-32.74,-17.39,0,Analyze
EGO,Eldorado Gold Corporation,Common stocks,Small cap,Canada,Materials,Gold,"$1,738,801,810 ",0.07%,0.48,107.14,1.7,1.59,0.44,1.05,Analyze
EGP,"EastGroup Properties, Inc",REITs,Mid cap,USA,Real Estate,REIT—Industrial,"$7,640,253,304 ",1.72%,5.59,66.02,19.99,30.48,8.48,0.88,Analyze
EGRX,Eagle Pharmaceuticals Inc,Common stocks,Small cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$685,109,981 ",0.00%,3.48,37,3.62,9.68,9.4,0.71,Analyze
EGY,Vaalco Energy Inc,Common stocks,Micro cap,USA,Energy,Oil & Gas E&P,"$199,775,061 ",0.00%,2.51,9.88,1.49,14.75,25.51,0.96,Analyze
EH,EHang Holdings Limited ADRs,ADRs,Small cap,China,Industrials,Aerospace & Defense,"$832,210,744 ",0.00%,3.11,0,28.88,-70.68,-24.87,2.89,Analyze
EHC,Encompass Health Corp,Common stocks,Mid cap,USA,Health Care,Medical Care Facilities,"$6,872,724,358 ",1.21%,4,18.36,1.4,7.83,17.66,0.63,Analyze
EHTH,Ehealth Inc,Common stocks,Small cap,USA,Financials,Insurance Brokers,"$1,195,901,650 ",0.00%,1.45,55.65,1.93,4.23,2.49,1.6,Analyze
EIG,Employers Holdings Inc,Common stocks,Small cap,USA,Financials,Insurance—Specialty,"$1,138,744,226 ",2.46%,0.94,7.86,1.61,20.42,12.01,0.58,Analyze
EIGR,Eiger Biopharmaceuticals Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$224,078,672 ",0.00%,2.08,-11.85,106.86,"-2,558.89",-49.17,1.06,Analyze
EIX,Edison International,Common stocks,Large cap,USA,Utilities,Utilities—Regulated Electric,"$22,383,597,901 ",4.42%,1.59,32.97,1.59,6.83,5.55,0.67,Analyze
EJFA,EJF Acquisition Corp. Class A ordinary share,Common stocks,Micro cap,USA,Financials,Shell Companies,"$285,487,500 ",0.00%,71.37,0,0,0,3.22,0,Analyze
EJFAU,EJF Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$257,750,000 ",0.00%,74.17,0,0,0,5.97,0,Analyze
EJFAW,EJF Acquisition Corp. Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$285,487,500 ",0.00%,0,0,0,0,5.97,0,Analyze
EJH,E-Home Household Service Holdings Ltd,Common stocks,Micro cap,China,Industrials,Specialty Business Services,"$99,065,590 ",0.00%,1.88,0,0,0,0,0,Analyze
EKSO,Ekso Bionics Inc,Common stocks,Micro cap,USA,Health Care,Medical Instruments & Supplies,"$51,570,433 ",0.00%,1.29,-7.98,5.56,-69.75,-16.13,1.37,Analyze
EL,Estee Lauder Inc Class A,Common stocks,Large cap,USA,Consumer Staples,Household & Personal Products,"$110,018,932,184 ",0.70%,18.98,25.79,6.79,17.7,47.12,1.15,Analyze
ELA,Envela Corporation,Common stocks,Micro cap,USA,Consumer Discretionary,Specialty Retail,"$107,698,524 ",0.00%,5.03,12.42,0.85,6.95,40.5,0.7,Analyze
ELAN,Elanco Animal Health Incorporated,Common stocks,Large cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$15,921,823,478 ",0.00%,1.99,-21.81,3.5,-16.02,-9.13,0.76,Analyze
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,Units,Large cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$15,921,823,478 ",4.79%,0,-26.79,3.5,-16.02,-9.13,0,Analyze
ELDN,"Eledon Pharmaceuticals, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$78,114,112 ",0.00%,0.43,-3.76,216.98,"-17,490.00",-35.27,0.34,Analyze
ELEV,"Elevation Oncology, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$178,837,405 ",0.00%,1.2,0,0,0,-9.99,0,Analyze
ELF,Elf Beauty Inc,Common stocks,Small cap,USA,Consumer Staples,Household & Personal Products,"$1,527,835,079 ",0.00%,5.45,118.6,4.36,3.71,4.6,1.1,Analyze
ELLO,Ellomay Capital Ltd,Common stocks,Small cap,Israel,Utilities,Utilities—Renewable,"$388,545,807 ",0.00%,3.06,-57.79,13.4,-27.06,-5.3,0,Analyze
ELMD,Electromed Inc,Common stocks,Micro cap,USA,Health Care,Medical Devices,"$94,342,961 ",0.00%,2.84,39.17,2.64,6.61,7.29,0.72,Analyze
ELMS,"Electric Last Mile Solutions, Inc. - Class A",Common stocks,Small cap,USA,Consumer Discretionary,Auto Manufacturers,"$917,799,889 ",0.00%,3.04,0,0,0,-4.35,0.52,Analyze
ELMSW,"Electric Last Mile Solutions, Inc. - Warrant",Warrants,Operating Companies,USA,Consumer Discretionary,Auto Manufacturers,"$955,007,992 ",0.00%,0,0,0,0,0.09,0,Analyze
ELOX,Eloxx Pharmaceuticals Inc.,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$127,580,103 ",0.00%,3.05,0,0,0,-211.47,0.51,Analyze
ELP,Comp. Paranaense de Energia-COPEL ADRs,ADRs,Small cap,Brazil,Utilities,Utilities—Diversified,"$1,612,876,544 ",1.20%,0.74,24.98,0.44,17.26,17.17,0,Analyze
ELS,"Equity LifeStyle Properties, Inc",REITs,Large cap,USA,Real Estate,REIT—Residential,"$15,686,385,956 ",1.65%,12.55,59.37,13.12,21.88,19.98,0.58,Analyze
ELSE,Electro Sensors Inc,Common stocks,Micro cap,USA,Information Technology,Scientific & Technical Instruments,"$17,691,344 ",0.00%,1.38,111.36,2.22,2.02,1.24,1.07,Analyze
ELTK,Eltek Ltd.,Common stocks,Micro cap,Israel,Information Technology,Electronic Components,"$32,707,167 ",0.00%,2.04,13.83,0.93,6.87,14.78,0.83,Analyze
ELVT,Elevate Credit Inc,Common stocks,Micro cap,USA,Financials,Credit Services,"$125,323,431 ",0.00%,0.8,4.71,0.35,7.41,16.89,1.07,Analyze
ELY,Callaway Golf,Common stocks,Mid cap,USA,Consumer Discretionary,Leisure,"$5,119,746,749 ",0.00%,1.39,13.81,2.12,15.57,10.06,1.69,Analyze
ELYM,"Eliem Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$441,226,115 ",0.00%,4.58,0,0,0,-30.29,0,Analyze
ELYS,"Elys Game Technology, Corp.",Common stocks,Micro cap,Canada,Information Technology,Gambling,"$105,012,788 ",0.00%,4.11,-9.46,2.26,-35.86,-70.04,1.46,Analyze
EM,Smart Share Global Limited ADRs,ADRs,Small cap,China,Consumer Discretionary,Personal Services,"$630,973,794 ",0.00%,0.02,0.57,1.28,2.28,2.11,0,Analyze
EMAN,Emagin Corp,Common stocks,Micro cap,USA,Information Technology,Semiconductor Equipment & Materials,"$155,882,878 ",0.00%,10.77,-10.85,5.56,-53.14,-99.16,1.89,Analyze
EMCF,Emclaire Financial Corp,Common stocks,Micro cap,USA,Financials,Banks-Regional,"$72,819,633 ",4.41%,0.82,8.96,2.11,24.31,8.98,0,Analyze
EME,Emcor Group Inc,Common stocks,Mid cap,USA,Industrials,Engineering & Construction,"$6,405,290,773 ",0.44%,3.1,20.08,0.69,3.5,15.45,1.23,Analyze
EMKR,Emcore Corp,Common stocks,Micro cap,USA,Information Technology,Semiconductors,"$273,314,471 ",0.00%,2.08,12.81,1.51,13.14,"18,183.76",1.95,Analyze
EML,Eastern,Common stocks,Micro cap,USA,Industrials,Tools & Accessories,"$155,026,286 ",1.77%,1.44,26.63,0.35,2.21,9.13,0.8,Analyze
EMN,Eastman Chemical,Common stocks,Large cap,USA,Materials,Chemicals,"$14,698,479,332 ",2.53%,2.45,45.44,1.57,3.43,5.33,1.15,Analyze
EMR,Emerson Electric,Common stocks,Large cap,USA,Industrials,Specialty Industrial Machinery,"$58,148,006,000 ",2.06%,6.22,24.52,3.26,13.2,25.23,1.13,Analyze
