Symbol,Description,Category2,Category3,Index Country,GICS Sector,Industry,Market Cap,Current Yield,PB Ratio,PE Ratio,PS Ratio,NI%,ROE%,Beta,Actions
ITQRW,Itiquira Acquisition Corp. Warrant,Warrants,Unknown,usa,Financials,Shell Companies,"$224,020,000 ",0.00%,0,0,0,0,0.59,0,Analyze
ITRG,Integra Resources Corp.,Common stocks,Micro cap,Canada,Materials,Other Precious Metals & Mining,"$147,194,313 ",0.00%,3.8,0,0,0,-110.09,1.25,Analyze
ITRI,Itron Inc,Common stocks,Mid cap,USA,Information Technology,Scientific & Technical Instruments,"$3,532,907,077 ",0.00%,2.99,-144.6,1.7,-1.17,-2.03,1.16,Analyze
ITRM,Iterum Therapeutics Plc,Common stocks,Micro cap,Ireland,Health Care,Biotechnology,"$100,252,242 ",0.00%,2.14,0,0,0,-242.63,1.93,Analyze
ITRN,Ituran Location And Control Ltd,Common stocks,Small cap,Israel,Information Technology,Communication Equipment,"$622,098,922 ",1.05%,4.08,18.19,2.4,12.93,24.54,0.79,Analyze
ITT,ITT Inc,Common stocks,Mid cap,USA,Industrials,Specialty Industrial Machinery,"$8,070,153,000 ",0.88%,3.8,125.33,3,2.41,3.03,1.23,Analyze
ITUB,Itau Unibanco Holding SA ADRs of Preferred Shares,ADRs,Large cap,Brazil,Financials,Banks-Regional,"$21,564,010,201 ",2.70%,0.29,8.66,1.04,23.84,18,1.4,Analyze
ITW,Illinois Tool Inc,Common stocks,Large cap,USA,Industrials,Specialty Industrial Machinery,"$70,448,850,957 ",2.06%,20.09,26.49,5.03,19.07,75.83,0.79,Analyze
IVA,Inventiva S.A. ADRs,ADRs,Small cap,France,Health Care,Biotechnology,"$570,397,730 ",0.00%,6.34,-14.44,210.52,"-1,512.35",-46.29,0,Analyze
IVAC,Intevac Inc,Common stocks,Micro cap,USA,Information Technology,Aerospace & Defense,"$118,258,583 ",0.00%,1.31,-10.13,0.79,-8.69,-14.15,1.02,Analyze
IVAN,Ivanhoe Capital Acquisition Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$239,760,000 ",0.00%,68.9,0,0,0,-3.78,0,Analyze
IVAN+,"Ivanhoe Capital Acquisition Corp. Warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share",Warrants,Shell Companies,USA,Financials,Shell Companies,"$274,344,000 ",0.00%,0,0,0,0,0,0,Analyze
IVAN=,Ivanhoe Capital Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$254,640,000 ",0.00%,0,0,0,0,-356.27,0,Analyze
IVC,Invacare Corp,Common stocks,Micro cap,USA,Health Care,Medical Devices,"$164,520,530 ",0.00%,0.58,-4.39,0.19,-4.33,-13.22,0.76,Analyze
IVR,Invesco Mortgage Capital,Mortgage REITs,Small cap,USA,Financials,REIT—Mortgage,"$918,288,009 ",10.64%,0.97,9.24,5.82,93.64,10.75,0.81,Analyze
IVT,InvenTrust Properties Corp.,Common stocks,Small cap,USA,Real Estate,REIT—Retail,"$1,771,557,981 ",3.09%,1.03,405.78,8.4,2.05,0.25,0,Analyze
IVZ,Invesco Ltd,Common stocks,Large cap,USA,Financials,Asset Management,"$11,728,579,149 ",2.53%,1.06,11.1,1.8,19.6,8.27,1.74,Analyze
IX,Orix ADRs,ADRs,Large cap,Japan,Financials,Credit Services,"$24,711,624,506 ",2.04%,0.01,13.01,1.68,12.33,6.66,1.09,Analyze
IXAQU,IX Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,usa,Financials,Shell Companies,"$197,400,000 ",0.00%,0,0,0,0,0,0,Analyze
IZEA,Izea Inc,Common stocks,Micro cap,USA,Communication Services,Internet Content & Information,"$118,160,805 ",0.00%,1.58,-27,5.29,-19.69,-5.84,1.77,Analyze
J,Jacobs Engineering Group Inc.,Common stocks,Large cap,USA,Industrials,Engineering & Construction,"$17,776,188,941 ",0.61%,2.9,38.89,1.27,3.68,8.34,1.03,Analyze
JACK,Jack In The Box Inc,Common stocks,Mid cap,USA,Consumer Discretionary,Restaurants,"$2,183,191,645 ",1.66%,-4.46,13.19,1.95,14.69,-20.29,0.9,Analyze
JAGX,Jaguar Health Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$271,911,620 ",0.00%,2.81,-5.86,38.98,-486.95,-106.86,0.9,Analyze
JAKK,Jakks Pacific Inc,Common stocks,Micro cap,USA,Consumer Discretionary,Leisure,"$116,374,202 ",0.00%,5.32,-5.9,0.21,-3.2,300.41,0.78,Analyze
JAMF,Jamf Holding Corp.,Common stocks,Mid cap,USA,Information Technology,Software—Application,"$5,374,999,654 ",2.88%,6.77,-162.47,17.11,-10.69,-4.12,0.81,Analyze
JAN,JanOne Inc.,Common stocks,Micro cap,USA,Industrials,Waste Management,"$17,558,216 ",0.00%,4.19,-2.15,0.28,-21.74,-383.13,0.97,Analyze
JANX,"Janux Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$929,601,133 ",0.00%,2.71,-122.63,0,"-1,434.22",-3.21,0,Analyze
JAQC,Jupiter Acquisition Corporation,Common stocks,Micro cap,USA,Financials,Shell Companies,"$152,730,750 ",0.00%,"2,425.00",0,0,0,-57.43,0,Analyze
JAQCU,Jupiter Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$152,730,750 ",0.00%,"2,462.50",0,0,0,-57.43,0,Analyze
JAQCW,Jupiter Acquisition Corporation Warrants,Warrants,Shell Companies,USA,Financials,Shell Companies,"$152,730,750 ",0.00%,130,0,0,0,-57.43,0,Analyze
JATT,JATT Acquisition Corp Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$170,257,504 ",0.00%,0,0,0,0,238.1,0,Analyze
JATT+,JATT Acquisition Corp Warrants,Warrants,Shell Companies,USA,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,0,0,Analyze
JATT=,JATT Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),Units,Unknown,USA,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,70.42,0,Analyze
JAZZ,Jazz Pharmaceuticals Plc,Common stocks,Mid cap,USA,Health Care,Biotechnology,"$8,938,889,947 ",0.00%,2.13,220.22,3.4,1.53,0.97,0.86,Analyze
JBGS,JBG Smith Properties,REITs,Mid cap,USA,Real Estate,REIT—Office,"$4,005,725,815 ",2.93%,1.25,-42.32,6.47,-14.87,-2.9,0.86,Analyze
JBHT,JB Hunt Transport Services Inc,Common stocks,Large cap,USA,Industrials,Integrated Freight & Logistics,"$20,516,381,926 ",0.59%,6.97,30.33,1.8,5.9,23.02,0.89,Analyze
JBI,"Janus International Group, Inc.",Common stocks,Small cap,USA,Industrials,Building Products & Equipment,"$1,851,581,265 ",0.00%,9.4,115.66,5.66,-4.59,-7.7,0.61,Analyze
JBI+,"Janus International Group, Inc. Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",Warrants,Operating Companies,USA,Industrials,Building Products & Equipment,"$1,851,581,265 ",0.00%,0,0,0,0,0,0,Analyze
JBL,Jabil Inc,Common stocks,Mid cap,USA,Information Technology,Electronic Components,"$8,886,857,652 ",0.52%,4.27,13.11,0.3,2.38,32.62,1.59,Analyze
JBLU,Jetblue Airways Corp,Common stocks,Mid cap,USA,Industrials,Airlines,"$4,738,530,095 ",0.00%,1.24,-4.98,1.4,-28.03,-24.89,1.29,Analyze
JBSS,John B Sanfilippo And Son Inc,Common stocks,Small cap,USA,Consumer Staples,Packaged Foods,"$738,116,205 ",0.84%,3.93,12.35,0.86,6.96,24.64,0.67,Analyze
JBT,John Bean Technologies Corp,Common stocks,Mid cap,USA,Industrials,Specialty Industrial Machinery,"$4,730,129,231 ",0.27%,7.03,46.02,2.7,5.98,15.28,1.17,Analyze
JCI,Johnson Controls International Plc,Common stocks,Large cap,USA,Industrials,Engineering & Construction,"$52,077,836,721 ",1.45%,2.95,29.11,2.24,7.79,9.52,0.9,Analyze
JCIC,Jack Creek Investment Corp. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$337,065,000 ",0.00%,83.88,0,0,0,2.79,0,Analyze
JCICU,Jack Creek Investment Corp - Units (1 Ord Share Class A & 1/2 War),Units,Small cap,USA,Financials,Shell Companies,"$337,065,000 ",0.00%,86.29,0,0,0,2.79,0,Analyze
JCICW,Jack Creek Investment Corp. Warrants,Warrants,Shell Companies,USA,Financials,Shell Companies,"$337,065,000 ",0.00%,0,0,0,0,2.79,0,Analyze
JCS,Communications Systems Inc,Common stocks,Micro cap,USA,Information Technology,Communication Equipment,"$39,648,677 ",1.00%,0.79,-10.2,0.88,-12.16,-12.45,0.2,Analyze
JCTCF,Jewett Cameron Trading Ltd,Common stocks,Micro cap,USA,Industrials,Lumber & Wood Production,"$37,857,397 ",0.00%,2.13,8.66,0.53,7.51,23.99,0,Analyze
JD,JD.com Inc ADRs,ADRs,Large cap,China,Consumer Discretionary,Internet Retail,"$133,015,402,068 ",0.00%,0.6,23.65,0.99,4.24,14.63,0.97,Analyze
JEF,Jefferies Financial Group Inc,Common stocks,Large cap,USA,Financials,Financial Conglomerates,"$10,325,846,273 ",1.89%,1,7.78,0,18.26,15.74,1.09,Analyze
JELD,Jeld Wen Holding Inc,Common stocks,Mid cap,USA,Industrials,Building Products & Equipment,"$2,657,788,277 ",0.00%,2.62,17.34,0.58,3.37,15.09,1.89,Analyze
JFIN,Jiayin Group Inc. ADRs of class A,ADRs,Micro cap,China,Information Technology,Internet Content & Information,"$231,227,000 ",0.00%,-0.99,3.76,0.94,24.85,-169.52,0,Analyze
JFU,9F Inc. ADRs,ADRs,Micro cap,China,Communication Services,Software—Application,"$237,721,629 ",0.00%,0.04,0,0.92,-126.27,-51.69,1.83,Analyze
JG,Aurora Mobile Limited ADRs,ADRs,Micro cap,China,Information Technology,Software—Application,"$158,950,522 ",0.00%,0.71,0,2.67,-53.41,-74.01,1.23,Analyze
JHG,Janus Henderson Group Plc,Common stocks,Mid cap,USA,Financials,Asset Management,"$7,776,431,504 ",3.24%,1.68,13.65,2.98,22.95,12.89,1.36,Analyze
JHX,James Hardie Industries ADRs,ADRs,Large cap,Australia,Materials,Building Materials,"$17,128,504,661 ",0.00%,14.58,46.23,5.48,11.99,31.58,1.23,Analyze
JILL,J Jill Inc,Common stocks,Micro cap,USA,Consumer Discretionary,Apparel Retail,"$156,358,773 ",200.66%,17.51,-1.6,0.29,-17.51,152.89,0.28,Analyze
JJSF,J And J Snack Foods Corp,Common stocks,Mid cap,USA,Consumer Staples,Packaged Foods,"$2,823,364,034 ",1.62%,3.36,64.83,2.63,3.87,4.97,0.68,Analyze
JKHY,"Jack Henry & Associates, Inc.",Common stocks,Large cap,USA,Information Technology,Information Technology Services,"$12,659,772,016 ",1.05%,9.66,40.92,7.2,17.71,23.61,0.72,Analyze
JKS,JinkoSolar Holding ADRs,ADRs,Small cap,China,Information Technology,Solar,"$1,620,168,400 ",0.00%,0.25,0,0.3,-0.24,-0.6,1.9,Analyze
JLL,Jones Lang LaSalle Inc,Common stocks,Large cap,USA,Real Estate,Real Estate Services,"$12,894,448,969 ",0.17%,2.24,18.87,0.74,3.95,11.61,1.16,Analyze
JMACU,Maxpro Capital Acquisition Corp - Units (1 Ord Share Class A & 1 War),Units,Micro cap,usa,Financials,Shell Companies,"$95,333,183 ",0.00%,"1,123.89",0,0,0,0,0,Analyze
JMIA,Jumia Technologies AG ADRs,ADRs,Small cap,Germany,Consumer Discretionary,Internet Retail,"$1,967,907,977 ",0.00%,8.02,-13.1,13.76,-105.72,-27.83,1.78,Analyze
JMP,JMP Group LLC,Common stocks,Micro cap,USA,Financials,Capital Markets,"$149,489,128 ",0.00%,2.11,14.01,0.93,6.63,15.01,1.03,Analyze
JNCE,Jounce Therapeutics Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$454,428,097 ",0.00%,1.66,93.71,5.09,-22.38,-7.17,1.71,Analyze
JNJ,Johnson & Johnson,Common stocks,Large cap,USA,Health Care,Drug Manufacturers—General,"$431,147,917,028 ",2.51%,6.18,24.06,4.71,19.55,25.7,0.5,Analyze
JNPR,Juniper Networks Inc,Common stocks,Mid cap,USA,Information Technology,Communication Equipment,"$9,283,084,490 ",2.77%,2.12,44.64,2.01,4.49,4.77,0.9,Analyze
JOAN,JOANN Inc.,Common stocks,Small cap,USA,Consumer Discretionary,Specialty Retail,"$470,082,874 ",1.79%,3.47,8.12,0.18,4.05,77.59,0,Analyze
JOB,Gee Group Inc,Common stocks,Micro cap,USA,Industrials,Staffing & Employment Services,"$52,771,460 ",0.00%,0.69,-3.44,0.38,-11.22,-20.01,1.56,Analyze
JOBS,"51job, Inc. ADRs",ADRs,Mid cap,China,Industrials,Staffing & Employment Services,"$4,396,231,655 ",0.00%,0.34,37.12,6.92,18.56,5.92,0.39,Analyze
JOBY,"Joby Aviation, Inc.",Common stocks,Mid cap,USA,Industrials,Airports & Air Services,"$5,489,341,411 ",0.00%,"1,093.75",0,0,0,6.77,0,Analyze
JOBY+,"Joby Aviation, Inc. Warrants",Warrants,Operating Companies,USA,Industrials,Airports & Air Services,"$5,489,341,411 ",0.00%,0,0,0,0,0,0,Analyze
JOE,St Joe,Common stocks,Mid cap,USA,Real Estate,Real Estate—Diversified,"$2,696,820,744 ",0.52%,4.84,50.13,12.29,25.04,9.34,1.32,Analyze
JOFF,JOFF Fintech Acquisition Corp. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$403,236,000 ",0.00%,100.31,0,0,0,2.74,0,Analyze
JOFFU,Joff Fintech Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Small cap,USA,Financials,Shell Companies,"$403,236,000 ",0.00%,102.37,0,0,0,2.74,0,Analyze
JOFFW,JOFF Fintech Acquisition Corp. Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$403,236,000 ",0.00%,0,0,0,0,2.74,0,Analyze
JOUT,Johnson Outdoors Inc Class A,Common stocks,Small cap,USA,Consumer Discretionary,Leisure,"$967,703,131 ",0.85%,2.45,10.69,1.29,12.27,20.34,0.87,Analyze
JP,Jupai Holdings Limited ADRs,ADRs,Micro cap,China,Financials,Asset Management,"$40,794,325 ",0.00%,0.13,0,0.72,1.36,0.43,0.98,Analyze
JPM,JP Morgan Chase & Co,Common stocks,Large cap,USA,Financials,Banks—Diversified,"$510,496,460,848 ",2.15%,1.96,10.49,4.2,41.17,17.26,0.99,Analyze
JRJC,China Finance Online ADRs,ADRs,Micro cap,China,Financials,Capital Markets,"$18,436,798 ",0.00%,1.45,-2.11,0.46,-26.37,-227.59,1.01,Analyze
JRSH,Jerash Holdings US Inc,Common stocks,Micro cap,USA,Consumer Discretionary,Apparel Manufacturing,"$76,279,960 ",2.94%,1.28,14.04,0.75,5.2,9.06,0.56,Analyze
JRVR,James River Group Holdings Ltd,Common stocks,Small cap,USA,Financials,Insurance—Specialty,"$1,450,050,443 ",3.05%,1.7,-19.01,1.94,-10.27,-8.92,0.78,Analyze
JSPR,"Jasper Therapeutics, Inc. - Class A",Common stocks,Small cap,USA,Health Care,Biotechnology,"$484,259,200 ",0.00%,0,0,179.03,53.43,28.91,0,Analyze
JSPRW,"Jasper Therapeutics, Inc. - Warrant",Warrants,Operating Companies,USA,Health Care,Biotechnology,$0 ,0.00%,0,3.6,0,53.43,28.91,0,Analyze
JT,Jianpu Technology Inc.  ADRs of Class A,ADRs,Micro cap,China,Financials,Credit Services,"$28,789,700 ",0.00%,0.04,0,0.02,-30.48,-39.25,1.42,Analyze
JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share,Common stocks,Micro cap,USA,Financials,Shell Companies,"$268,432,080 ",0.00%,66.87,0,0,0,-0.41,0,Analyze
JUGGU,Jaws Juggernaut Acquisition Corp - Units (1 Ord Share Class A & 1/4 War),Units,Micro cap,USA,Financials,Shell Companies,"$268,432,080 ",0.00%,69.86,0,0,0,-0.41,0,Analyze
JUGGW,Jaws Juggernaut Acquisition Corporation Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$268,432,080 ",0.00%,7.59,0,0,0,-0.41,0,Analyze
JUPW,"Jupiter Wellness, Inc.",Common stocks,Micro cap,USA,Consumer Staples,Drug Manufacturers—Specialty & Generic,"$43,791,458 ",0.00%,5.94,-3.76,31.34,"-1,022.82",-384.49,0,Analyze
JUPWW,"Jupiter Wellness, Inc. - Warrant",Warrants,Operating Companies,USA,Consumer Staples,Drug Manufacturers—Specialty & Generic,"$43,791,458 ",0.00%,0,-0.11,20.36,-735.2,-425.45,0,Analyze
JVA,Coffee Holding Inc,Common stocks,Micro cap,USA,Consumer Staples,Packaged Foods,"$26,773,329 ",0.00%,1,51.41,0.42,-1.23,-2.68,0.99,Analyze
JW.A,John Wiley & Sons Class A,Common stocks,Mid cap,USA,Communication Services,Publishing,"$2,962,155,912 ",2.57%,2.83,17.57,1.48,7.29,13.52,0.89,Analyze
JW.B,John Wiley & Sons Class B,Common stocks,Mid cap,USA,Communication Services,Publishing,"$2,962,155,912 ",1.29%,2.76,3.31,1.48,7.29,13.52,0,Analyze
JWEL,Jowell Global Ltd.,Common stocks,Micro cap,China,Consumer Discretionary,Internet Retail,"$148,436,355 ",0.00%,3.49,375.22,2.75,3.09,0.94,0,Analyze
JWN,Nordstrom Inc,Common stocks,Mid cap,USA,Consumer Discretionary,Department Stores,"$4,570,621,712 ",0.00%,17.36,-34.99,0,0,0,1.54,Analyze
JWSM,Jaws Mustang Acquisition Corp. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$1,011,195,000 ",0.00%,250.77,0,0,0,-3.08,0,Analyze
JWSM+,"Jaws Mustang Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",Warrants,Shell Companies,USA,Financials,Shell Companies,"$1,011,195,000 ",0.00%,0,0,0,0,0,0,Analyze
JWSM=,Jaws Mustang Acquisition Corporation - Units (1 Ord Share Class A & 1/4 War),Units,Small cap,USA,Financials,Shell Companies,"$902,700,000 ",0.00%,0,0,0,0,-668.61,0,Analyze
JXN,Jackson Financial Inc. Class A,Common stocks,Mid cap,USA,Financials,Asset Management,"$2,690,585,925 ",0.00%,0.26,-3.73,0.84,-73.8,-21.4,0,Analyze
JYAC,Jiya Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$106,093,221 ",0.00%,26.26,0,0,0,-1.16,0,Analyze
JYNT,Joint Corp,Common stocks,Small cap,USA,Health Care,Medical Care Facilities,"$1,197,527,797 ",0.00%,44.18,69.02,17.06,24.55,64.01,0.95,Analyze
JZXN,"Jiuzi Holdings, Inc.",Common stocks,Micro cap,China,Consumer Discretionary,Auto & Truck Dealerships,"$45,551,862 ",0.00%,3.43,0,0,0,0,0,Analyze
K,Kellogg,Common stocks,Large cap,USA,Consumer Staples,Packaged Foods,"$21,137,903,938 ",3.66%,6.25,16.16,1.51,9.27,33.53,0.15,Analyze
KAHC,KKR Acquisition Holdings I Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$115,876,662 ",0.00%,337.93,0,0,0,-0.47,0,Analyze
KAHC+,"KKR Acquisition Holdings I Corp. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock, each at an exercise price of $11.50 per share",Warrants,Shell Companies,USA,Financials,Shell Companies,"$115,876,662 ",0.00%,0,0,0,0,0,0,Analyze
KAHC=,KKR Acquisition Holdings I Corp - Units (1 Ord Share Class A & 1/4 War),Units,Micro cap,USA,Financials,Shell Companies,"$115,876,662 ",0.00%,0,0,0,0,0,0,Analyze
KAI,Kadant Inc,Common stocks,Mid cap,USA,Industrials,Specialty Industrial Machinery,"$2,482,469,983 ",0.46%,4.74,45.12,3.59,10.2,13.27,1.01,Analyze
KAII,Kismet Acquisition Two Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$224,020,000 ",0.00%,56.96,0,0,0,-0.42,0,Analyze
KAIIU,Kismet Acquisition Two Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$224,020,000 ",0.00%,57.78,0,0,0,-0.42,0,Analyze
KAIIW,Kismet Acquisition Two Corp. Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$224,020,000 ",0.00%,0,0,0,0,-0.42,0,Analyze
KAIR,Kairos Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$269,376,000 ",0.00%,67.38,0,0,0,4.71,0,Analyze
KAIRU,Kairos Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$269,376,000 ",0.00%,68.97,0,0,0,4.71,0,Analyze
KAIRW,Kairos Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$269,376,000 ",0.00%,0,0,0,0,1.11,0,Analyze
KALA,Kala Pharmaceuticals Inc.,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$118,897,106 ",0.00%,1.46,-0.98,11.03,"-1,169.10",-149.48,0.69,Analyze
KALU,Kaiser Aluminium Corp,Common stocks,Small cap,USA,Materials,Aluminum,"$1,807,860,882 ",2.46%,2.23,-139.51,1.14,-0.73,-1.61,1.76,Analyze
KALV,Kalvista Pharmaceuticals Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$427,173,898 ",0.00%,1.66,0,0,0,-21.09,0.82,Analyze
KAMN,Kaman Corp,Common stocks,Small cap,USA,Industrials,Aerospace & Defense,"$1,049,444,570 ",2.11%,1.36,-21.1,1.39,-6.65,-6.43,1.52,Analyze
KAR,Kar Auction Services Inc,Common stocks,Small cap,USA,Industrials,Specialty Retail,"$1,810,408,347 ",0.00%,1.21,22.13,0.79,4.03,6.15,1.43,Analyze
KARO,Karooooo Ltd.,Common stocks,Small cap,Singapore,Information Technology,Software—Application,"$1,065,337,069 ",23.89%,0.56,2.97,6.16,14.23,18.74,0,Analyze
KAVL,"Kaival Brands Innovations Group, Inc.",Common stocks,Micro cap,USA,Consumer Staples,Tobacco,"$46,311,247 ",0.00%,6.48,-5.7,1.14,-18.41,-116.91,0,Analyze
KB,KB Financial Group Inc ADRs,ADRs,Large cap,South Korea,Financials,Banks-Regional,"$19,925,515,526 ",4.60%,0,5.41,1.21,21.73,9.22,0.96,Analyze
KBAL,Kimball International Inc Class B,Common stocks,Small cap,USA,Industrials,"Furnishings, Fixtures & Appliances","$413,517,660 ",3.16%,1.71,55.07,0.73,1.3,3.09,0.88,Analyze
KBH,KB Home,Common stocks,Mid cap,USA,Consumer Discretionary,Residential Construction,"$3,579,584,742 ",1.46%,1.26,7.2,0.68,9.47,17.48,1.19,Analyze
KBNT,"Kubient, Inc.",Common stocks,Micro cap,USA,Communication Services,Software—Application,"$43,625,310 ",0.00%,1.39,-3.76,0.15,"-1,472.69","-13,126.53",1.78,Analyze
KBNTW,"Kubient, Inc. - Warrant",Warrants,Operating Companies,USA,Communication Services,Software—Application,"$43,625,310 ",0.00%,0,-0.11,9.95,-354.55,-48.94,0,Analyze
KBR,"KBR, Inc.",Common stocks,Mid cap,USA,Industrials,Engineering & Construction,"$6,029,767,284 ",1.00%,4.15,-179.42,1.03,-0.58,-2.27,1.12,Analyze
KC,Kingsoft Cloud Holdings Limited ADRs,ADRs,Mid cap,China,Information Technology,Software—Application,"$6,919,785,918 ",0.00%,0.9,0,5.79,-10.65,-10.43,1.3,Analyze
KCGI,Kensington Capital Acquisition Corp. V Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$338,445,024 ",0.00%,0,0,0,0,0,0,Analyze
KCGI+,"Kensington Capital Acquisition Corp. V Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",Warrants,Shell Companies,USA,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,0,0,Analyze
KCGI=,Kensington Capital Acquisition Corp V - Units (1 Ord Share Class A & 3/4 War),Units,Unknown,USA,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,0,0,Analyze
KD#,"Kyndryl Holdings, Inc. When-Issued",Common stocks,Small cap,,,,$0 ,0.00%,0,0,0,0,0,0,Analyze
KDMN,"Kadmon Holdings, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$1,482,213,122 ",0.00%,114.88,-14.32,794.75,"-5,961.77",-332.35,0.59,Analyze
KDNY,"Chinook Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$495,485,080 ",0.00%,1.65,-3.29,90.5,"-4,024.75",-74.26,1.05,Analyze
KDP,Keurig Dr Pepper Inc.,Common stocks,Large cap,USA,Consumer Staples,Beverages—Non-Alcoholic,"$49,476,018,993 ",1.92%,2.01,29.65,4.06,13.49,6.78,0.5,Analyze
KE,Kimball Electronics Inc,Common stocks,Small cap,USA,Information Technology,Electrical Equipment & Parts,"$721,902,200 ",0.00%,1.66,12.97,0.56,4.4,12.85,1.51,Analyze
KELYA,Kelly Services Inc Class A,Common stocks,Small cap,USA,Industrials,Staffing & Employment Services,"$754,503,101 ",0.00%,0.61,7.79,0.16,1.89,7.21,1.27,Analyze
KELYB,Kelly Services Inc. Class B,Common stocks,Small cap,USA,Information Technology,Staffing & Employment Services,"$754,503,101 ",0.00%,0.61,0.72,0.09,0.51,3.27,0,Analyze
KEN,Kenon Holdings Ltd.,Common stocks,Mid cap,Singapore,Utilities,Utilities—Regulated Electric,"$2,209,043,797 ",5.98%,3.86,3.9,5,127.78,30.83,0,Analyze
KEP,Korea Electric Power Corp ADRs,ADRs,Large cap,South Korea,Utilities,Utilities—Regulated Electric,"$12,518,299,502 ",5.57%,0,12.55,0.25,2.04,1.71,0.78,Analyze
KEQU,Kewaunee Scientific Corp,Common stocks,Micro cap,USA,Health Care,"Furnishings, Fixtures & Appliances","$36,240,450 ",4.47%,0.75,-8.16,0.24,-2.94,-10.95,0,Analyze
KERN,Akerna Corp.,Common stocks,Micro cap,USA,Industrials,Health Information Services,"$76,751,891 ",0.00%,1.4,-2.62,4.58,-176.29,-47.64,2.25,Analyze
KERNW,Akerna Corp. - Warrant,Warrants,Operating Companies,USA,Industrials,Health Information Services,"$3,091,558 ",0.00%,0,-0.48,0.29,-198.47,-34.18,1.09,Analyze
KEX,Kirby Corp,Common stocks,Mid cap,USA,Industrials,Marine Shipping,"$3,352,880,020 ",0.00%,1.1,60.22,1.64,2.77,1.82,1.32,Analyze
KEY,Keycorp,Common stocks,Large cap,USA,Financials,Banks-Regional,"$22,685,098,819 ",3.08%,1.42,10.09,3.23,33.59,13.16,1.3,Analyze
KEYS,Keysight Technologies Inc,Common stocks,Large cap,USA,Information Technology,Scientific & Technical Instruments,"$32,074,023,186 ",0.00%,8.67,39.21,6.59,17.03,22.11,1.03,Analyze
KFFB,Kentucky First Federal Bancorp,Common stocks,Micro cap,USA,Financials,Banks-Regional,"$59,574,479 ",5.40%,1.11,32.03,5.62,17.16,3.48,0,Analyze
KFRC,Kforce Inc,Common stocks,Small cap,USA,Industrials,Staffing & Employment Services,"$1,402,434,670 ",1.41%,7.21,19.77,0.94,4.81,38.38,1.04,Analyze
KFS,Kingsway Financial Services Inc.,Common stocks,Micro cap,USA,Financials,Auto & Truck Dealerships,"$137,838,766 ",0.00%,21.88,-27.85,1.72,-5.15,-27.66,0.38,Analyze
KFY,Korn Ferry International,Common stocks,Mid cap,USA,Industrials,Staffing & Employment Services,"$4,027,449,079 ",0.59%,2.8,18.19,1.95,10.68,15.49,1.34,Analyze
KGC,Kinross Gold Corporation,Common stocks,Mid cap,Canada,Materials,Gold,"$7,898,139,540 ",2.40%,1.16,6.12,1.83,29.97,18.77,0.94,Analyze
